Pbia000043.1,506,616,506,616,PF07810.16,TMC,Domain,1,111,111,134.9,1.7e-39,1,CL0416
Pbia000045.1,403,502,402,504,PF04003.15,Utp12,Family,2,105,107,48.6,8.8e-13,1,No_clan
Pbia000046.1,90,315,88,316,PF01269.20,Fibrillarin,Domain,3,225,226,360.7,2.3e-108,1,CL0063
Pbia000047.1,13,186,13,188,PF07081.14,DUF1349,Domain,1,177,179,210.2,1.9e-62,1,CL0004
Pbia000048.1,46,140,45,140,PF10545.12,MADF_DNA_bdg,Domain,2,84,84,55.1,7.8e-15,1,CL0123
Pbia000048.1,235,267,235,268,PF02944.23,BESS,Motif,1,33,35,25.8,7.5e-06,1,No_clan
Pbia000049.1,35,170,34,174,PF03517.16,Voldacs,Domain,2,138,141,86.5,2e-24,1,CL0266
Pbia000050.1,92,140,91,140,PF00415.21,RCC1,Repeat,2,50,50,34.9,1.9e-08,1,CL0186
Pbia000050.1,143,192,143,192,PF00415.21,RCC1,Repeat,1,50,50,46.3,5.1e-12,1,CL0186
Pbia000050.1,195,247,195,248,PF00415.21,RCC1,Repeat,1,49,50,23.0,0.0001,1,CL0186
Pbia000050.1,251,321,251,321,PF00415.21,RCC1,Repeat,1,50,50,39.2,8.3e-10,1,CL0186
Pbia000050.1,324,374,324,374,PF00415.21,RCC1,Repeat,1,50,50,24.5,3.4e-05,1,CL0186
Pbia000051.1,69,179,69,179,PF16878.8,SIX1_SD,Domain,1,115,115,165.4,6.4e-49,1,No_clan
Pbia000051.1,204,227,202,234,PF05920.14,Homeobox_KN,Family,6,29,40,25.8,7.9e-06,1,CL0123
Pbia000053.1,400,468,395,469,PF03126.21,Plus-3,Domain,36,108,109,51.7,1.1e-13,1,No_clan
Pbia000054.1,26,118,26,119,PF03131.20,bZIP_Maf,Coiled-coil,1,91,92,105.5,1.7e-30,1,CL0018
Pbia000055.1,18,98,16,114,PF07679.19,I-set,Domain,3,76,90,32.4,8.1e-08,1,CL0011
Pbia000057.1,29,168,26,168,PF00903.28,Glyoxalase,Domain,4,128,128,82.0,4.5e-23,1,CL0104
Pbia000059.1,96,161,89,174,PF07686.20,V-set,Domain,30,95,109,28.5,1.4e-06,1,CL0011
Pbia000059.1,206,274,198,276,PF08205.15,C2-set_2,Domain,12,87,89,28.0,1.8e-06,1,CL0011
Pbia000059.1,573,661,573,661,PF13927.9,Ig_3,Domain,1,79,79,35.9,8.8e-09,1,CL0011
Pbia000059.1,891,968,889,968,PF13927.9,Ig_3,Domain,4,79,79,35.1,1.6e-08,1,CL0011
Pbia000059.1,1074,1178,1072,1194,PF15050.9,SCIMP,Family,3,100,132,29.8,7.2e-07,1,No_clan
Pbia000062.1,394,454,394,456,PF00076.25,RRM_1,Domain,1,68,70,25.1,1.2e-05,1,CL0221
Pbia000062.1,1211,1273,1210,1278,PF01480.20,PWI,Family,2,66,72,39.5,5.6e-10,1,No_clan
Pbia000063.1,469,521,468,521,PF08711.14,Med26,Domain,2,53,53,51.6,7.8e-14,1,No_clan
Pbia000067.1,65,290,65,290,PF00089.29,Trypsin,Domain,1,221,221,134.0,7.4e-39,1,CL0124
Pbia000073.1,1413,1564,1399,1569,PF16012.8,DUF4780,Family,26,172,177,31.1,1.5e-07,1,No_clan
Pbia000076.1,4,37,3,37,PF02037.30,SAP,Domain,2,35,35,45.3,5.4e-12,1,CL0306
Pbia000076.1,377,495,375,497,PF00622.31,SPRY,Family,3,118,120,26.6,5.4e-06,1,CL0004
Pbia000076.1,742,887,742,887,PF13671.9,AAA_33,Domain,1,143,143,83.0,2.5e-23,1,CL0023
Pbia000077.1,24,117,23,119,PF05903.17,Peptidase_C97,Domain,2,101,151,74.5,8.5e-21,1,CL0125
Pbia000079.1,44,239,34,278,PF00928.24,Adap_comp_sub,Family,13,212,264,76.7,1.9e-21,1,CL0448
Pbia000081.1,38,211,38,211,PF15393.9,DUF4615,Family,1,140,140,155.7,1.1e-45,1,No_clan
Pbia000084.1,12,98,11,99,PF10235.12,Cript,Family,2,87,88,123.9,3.2e-36,1,No_clan
Pbia000087.1,121,257,104,264,PF15964.8,CCCAP,Family,109,261,703,32.9,2.5e-08,1,No_clan
Pbia000087.1,326,572,271,585,PF15964.8,CCCAP,Family,357,616,703,40.9,9.4e-11,1,No_clan
Pbia000088.1,485,644,485,654,PF00621.23,RhoGEF,Domain,1,175,183,124.7,5e-36,1,No_clan
Pbia000089.1,52,203,50,229,PF00069.28,Pkinase,Domain,3,133,264,36.4,4e-09,1,CL0016
Pbia000089.1,858,1040,842,1042,PF01379.23,Porphobil_deam,Domain,28,206,208,224.8,8.7e-67,1,CL0177
Pbia000089.1,1055,1109,1053,1122,PF03900.18,Porphobil_deamC,Domain,3,54,75,50.0,3.1e-13,1,No_clan
Pbia000090.1,12,127,12,128,PF02064.18,MAS20,Family,1,131,132,131.5,2.1e-38,1,No_clan
Pbia000091.1,6,192,6,193,PF03643.18,Vps26,Family,1,186,275,268.8,4.3e-80,1,CL0135
Pbia000093.1,12,74,11,75,PF02953.18,zf-Tim10_DDP,Domain,2,63,64,79.1,1.5e-22,1,No_clan
Pbia000094.1,178,200,177,200,PF00096.29,zf-C2H2,Domain,2,23,23,17.9,0.0033,1,CL0361
Pbia000094.1,204,228,204,229,PF13912.9,zf-C2H2_6,Domain,1,24,27,12.8,0.096,1,CL0361
Pbia000094.1,295,318,295,318,PF00096.29,zf-C2H2,Domain,1,23,23,20.8,0.00041,1,CL0361
Pbia000094.1,409,432,409,433,PF13912.9,zf-C2H2_6,Domain,3,26,27,17.1,0.0045,1,CL0361
Pbia000095.1,19,86,19,86,PF12537.11,GPHR_N,Family,1,68,68,83.4,9.2e-24,1,No_clan
Pbia000095.1,169,262,167,276,PF12430.11,ABA_GPCR,Family,3,102,182,62.8,3.8e-17,1,No_clan
Pbia000096.1,850,966,849,967,PF08454.14,RIH_assoc,Repeat,2,98,99,108.1,1.9e-31,1,CL0020
Pbia000096.1,1332,1599,1330,1599,PF06459.15,RR_TM4-6,Family,3,281,281,193.1,9.3e-57,1,No_clan
Pbia000096.1,1725,1869,1691,1871,PF00520.34,Ion_trans,Family,94,243,245,56.3,2.9e-15,1,CL0030
Pbia000097.1,7,193,1,195,PF08709.14,Ins145_P3_rec,Domain,8,211,213,211.5,8e-63,1,CL0066
Pbia000097.1,200,380,200,381,PF02815.22,MIR,Domain,1,185,186,155.5,1.5e-45,1,CL0066
Pbia000097.1,431,630,430,630,PF01365.24,RYDR_ITPR,Repeat,2,201,201,211.9,6.9e-63,1,CL0020
Pbia000097.1,654,789,654,790,PF00622.31,SPRY,Family,1,119,120,74.0,1.2e-20,1,CL0004
Pbia000097.1,843,932,843,933,PF02026.19,RyR,Family,1,90,91,114.9,1.7e-33,1,No_clan
Pbia000097.1,956,1010,956,1030,PF02026.19,RyR,Family,1,57,91,59.2,4e-16,1,No_clan
Pbia000097.1,1002,1107,992,1108,PF00622.31,SPRY,Family,17,119,120,62.4,4.3e-17,1,CL0004
Pbia000097.1,1445,1583,1444,1584,PF00622.31,SPRY,Family,2,119,120,79.1,3e-22,1,CL0004
Pbia000097.1,2125,2274,2124,2291,PF01365.24,RYDR_ITPR,Repeat,2,139,201,143.4,6.7e-42,1,CL0020
Pbia000097.1,2558,2647,2558,2648,PF02026.19,RyR,Family,1,90,91,108.6,1.5e-31,1,No_clan
Pbia000101.1,39,387,35,389,PF01490.21,Aa_trans,Family,5,352,409,162.7,1.2e-47,1,CL0062
Pbia000102.1,52,398,51,399,PF01490.21,Aa_trans,Family,2,350,409,176.0,1.1e-51,1,CL0062
Pbia000103.1,52,396,51,397,PF01490.21,Aa_trans,Family,2,350,409,135.3,2.5e-39,1,CL0062
Pbia000106.1,98,180,97,186,PF07679.19,I-set,Domain,2,77,90,37.7,1.7e-09,1,CL0011
Pbia000106.1,205,293,204,294,PF08205.15,C2-set_2,Domain,2,88,89,64.8,5.9e-18,1,CL0011
Pbia000106.1,396,463,395,463,PF13927.9,Ig_3,Domain,2,78,79,38.4,1.5e-09,1,CL0011
Pbia000106.1,481,565,481,565,PF13927.9,Ig_3,Domain,1,79,79,42.2,9.4e-11,1,CL0011
Pbia000107.1,21,103,20,110,PF07679.19,I-set,Domain,2,77,90,30.8,2.5e-07,1,CL0011
Pbia000107.1,134,215,125,217,PF08205.15,C2-set_2,Domain,8,87,89,57.2,1.4e-15,1,CL0011
Pbia000107.1,229,299,229,299,PF13927.9,Ig_3,Domain,2,79,79,33.7,4.3e-08,1,CL0011
Pbia000107.1,378,462,378,462,PF13927.9,Ig_3,Domain,1,79,79,39.1,9.2e-10,1,CL0011
Pbia000109.1,67,150,66,158,PF07679.19,I-set,Domain,2,78,90,34.6,1.6e-08,1,CL0011
Pbia000109.1,340,409,340,409,PF13927.9,Ig_3,Domain,1,78,79,38.8,1.1e-09,1,CL0011
Pbia000109.1,428,511,427,511,PF13927.9,Ig_3,Domain,2,79,79,38.2,1.7e-09,1,CL0011
Pbia000113.1,36,158,35,159,PF02262.19,Cbl_N,Domain,2,124,125,179.4,2.6e-53,1,No_clan
Pbia000113.1,163,246,163,246,PF02761.17,Cbl_N2,Domain,1,84,84,137.2,2.2e-40,1,CL0220
Pbia000113.1,248,277,248,278,PF02762.17,Cbl_N3,Domain,1,30,86,40.6,1.8e-10,1,CL0541
Pbia000113.1,323,344,323,346,PF14447.9,Prok-RING_4,Family,1,22,46,27.2,2.8e-06,1,CL0229
Pbia000116.1,40,57,39,58,PF00612.30,IQ,Motif,2,19,21,26.2,4.4e-06,1,CL0220
Pbia000116.1,91,107,90,109,PF00612.30,IQ,Motif,3,19,21,25.0,1e-05,1,CL0220
Pbia000116.1,134,151,133,153,PF00612.30,IQ,Motif,2,19,21,25.7,6e-06,1,CL0220
Pbia000117.1,155,217,138,223,PF12796.10,Ank_2,Repeat,23,76,83,49.3,6.2e-13,1,CL0465
Pbia000117.1,226,255,226,255,PF13606.9,Ank_3,Repeat,1,31,31,25.6,1e-05,1,CL0465
Pbia000118.1,415,547,407,548,PF09736.12,Bud13,Family,8,143,144,136.9,6.6e-40,1,No_clan
Pbia000119.1,24,326,23,327,PF10239.12,DUF2465,Family,2,301,302,379.3,1.6e-113,1,No_clan
Pbia000120.1,20,111,11,113,PF00085.23,Thioredoxin,Domain,10,101,103,99.0,1.5e-28,1,CL0172
Pbia000121.1,53,160,52,164,PF13911.9,AhpC-TSA_2,Domain,2,109,113,53.0,3.5e-14,1,CL0172
Pbia000126.1,12,250,12,251,PF13561.9,adh_short_C2,Domain,1,233,234,195.9,8e-58,1,CL0063
Pbia000127.1,12,248,12,249,PF13561.9,adh_short_C2,Domain,1,233,234,209.2,6.7e-62,1,CL0063
Pbia000128.1,128,194,115,198,PF08205.15,C2-set_2,Domain,15,85,89,32.6,6.8e-08,1,CL0011
Pbia000128.1,225,288,211,288,PF13927.9,Ig_3,Domain,12,79,79,31.0,3.1e-07,1,CL0011
Pbia000129.1,23,129,20,129,PF07686.20,V-set,Domain,5,109,109,41.8,1.1e-10,1,CL0011
Pbia000129.1,245,313,232,316,PF08205.15,C2-set_2,Domain,12,86,89,31.5,1.5e-07,1,CL0011
Pbia000129.1,342,406,329,406,PF13927.9,Ig_3,Domain,12,79,79,30.2,5.5e-07,1,CL0011
Pbia000131.1,12,267,11,267,PF00370.24,FGGY_N,Domain,2,245,245,199.0,9.6e-59,1,CL0108
Pbia000131.1,277,469,276,469,PF02782.19,FGGY_C,Domain,2,198,198,176.9,4.3e-52,1,CL0108
Pbia000135.1,175,335,175,335,PF02731.18,SKIP_SNW,Family,1,159,159,228.5,3.3e-68,1,No_clan
Pbia000137.1,388,756,386,756,PF14694.9,LINES_N,Family,3,350,350,332.4,4.2e-99,1,No_clan
Pbia000137.1,770,806,770,806,PF14695.9,LINES_C,Family,1,37,37,63.4,9.8e-18,1,No_clan
Pbia000138.1,108,357,93,357,PF00069.28,Pkinase,Domain,21,264,264,162.6,1.2e-47,1,CL0016
Pbia000138.1,376,419,376,419,PF00433.27,Pkinase_C,Family,1,46,46,25.5,1.7e-05,1,No_clan
Pbia000138.1,531,609,530,609,PF15796.8,KELK,Coiled-coil,2,80,80,93.6,7.6e-27,1,No_clan
Pbia000139.1,51,136,42,137,PF00085.23,Thioredoxin,Domain,19,102,103,52.3,4.9e-14,1,CL0172
Pbia000141.1,92,148,92,148,PF00046.32,Homeodomain,Domain,1,57,57,73.2,1.2e-20,1,CL0123
Pbia000142.1,773,911,770,934,PF12146.11,Hydrolase_4,Family,4,129,239,36.9,2.4e-09,1,CL0028
Pbia000145.1,379,430,379,430,PF00379.26,Chitin_bind_4,Family,1,53,53,35.3,1.3e-08,1,No_clan
Pbia000148.1,597,663,561,663,PF13927.9,Ig_3,Domain,13,78,79,32.7,8.9e-08,1,CL0011
Pbia000150.1,30,168,29,175,PF05577.15,Peptidase_S28,Domain,2,138,434,137.8,4.8e-40,1,CL0028
Pbia000151.1,8,240,7,242,PF00335.23,Tetraspanin,Family,2,230,232,89.4,3e-25,1,CL0347
Pbia000151.1,313,540,312,541,PF00335.23,Tetraspanin,Family,2,231,232,122.1,3e-35,1,CL0347
Pbia000152.1,34,494,32,497,PF00067.25,p450,Domain,3,460,463,355.4,4.9e-106,1,No_clan
Pbia000155.1,22,64,17,66,PF00130.25,C1_1,Domain,9,51,53,32.2,7.6e-08,1,CL0006
Pbia000155.1,282,447,282,460,PF00621.23,RhoGEF,Domain,1,163,183,73.2,3.2e-20,1,No_clan
Pbia000155.1,514,629,510,630,PF17838.4,PH_16,Domain,5,125,127,79.8,1.6e-22,1,CL0266
Pbia000156.1,24,91,22,95,PF00595.27,PDZ,Domain,3,76,82,43.4,3.7e-11,1,CL0466
Pbia000156.1,411,569,409,576,PF09128.14,RGS-like,Domain,3,159,191,58.3,9.2e-16,1,CL0272
Pbia000157.1,326,348,326,348,PF00096.29,zf-C2H2,Domain,1,23,23,23.8,4.6e-05,1,CL0361
Pbia000157.1,411,432,410,433,PF00096.29,zf-C2H2,Domain,2,23,23,17.5,0.0044,1,CL0361
Pbia000158.1,28,48,27,48,PF00096.29,zf-C2H2,Domain,3,23,23,21.9,0.00018,1,CL0361
Pbia000158.1,53,76,53,76,PF00096.29,zf-C2H2,Domain,1,23,23,20.9,0.00039,1,CL0361
Pbia000158.1,109,130,108,132,PF13912.9,zf-C2H2_6,Domain,4,25,27,16.2,0.0086,1,CL0361
Pbia000158.1,164,187,164,187,PF13894.9,zf-C2H2_4,Domain,1,24,24,20.7,0.00054,1,CL0361
Pbia000158.1,194,215,193,215,PF00096.29,zf-C2H2,Domain,2,23,23,17.5,0.0045,1,CL0361
Pbia000160.1,286,464,286,464,PF00350.26,Dynamin_N,Domain,1,168,168,128.0,4e-37,1,CL0023
Pbia000160.1,612,979,612,979,PF19434.2,OPA1_C,Domain,1,345,345,441.4,2.6e-132,1,No_clan
Pbia000161.1,13,161,12,165,PF10358.12,NT-C2,Domain,2,143,147,57.1,1.8e-15,1,CL0154
Pbia000161.1,377,479,375,481,PF00307.34,CH,Domain,3,107,109,70.0,1.9e-19,1,CL0188
Pbia000161.1,880,1014,880,1015,PF12130.11,bMERB_dom,Domain,1,132,133,113.5,8.2e-33,1,No_clan
Pbia000162.1,1324,1411,1323,1411,PF15795.8,Spec3,Family,2,85,85,99.1,1.7e-28,1,No_clan
Pbia000164.1,84,536,64,540,PF02995.20,DUF229,Family,35,493,497,338.5,6.5e-101,1,CL0088
Pbia000167.1,51,129,51,132,PF07776.18,zf-AD,Domain,1,74,77,40.2,3.1e-10,1,CL0361
Pbia000167.1,647,666,646,666,PF12874.10,zf-met,Domain,2,21,25,20.9,0.00038,1,CL0361
Pbia000167.1,710,729,710,730,PF12874.10,zf-met,Domain,1,20,25,14.8,0.031,1,CL0361
Pbia000168.1,36,86,36,86,PF00379.26,Chitin_bind_4,Family,1,53,53,36.1,7.4e-09,1,No_clan
Pbia000169.1,58,131,48,131,PF13927.9,Ig_3,Domain,10,79,79,30.6,3.9e-07,1,CL0011
Pbia000169.1,164,238,164,238,PF13927.9,Ig_3,Domain,1,79,79,33.5,4.9e-08,1,CL0011
Pbia000170.1,53,91,49,107,PF07679.19,I-set,Domain,6,43,90,25.0,1.6e-05,1,CL0011
Pbia000170.1,191,260,178,263,PF07679.19,I-set,Domain,14,85,90,44.5,1.3e-11,1,CL0011
Pbia000172.1,193,637,171,643,PF02995.20,DUF229,Family,30,481,497,369.7,2.3e-110,1,CL0088
Pbia000173.1,58,274,57,286,PF01937.22,ARMT1-like_dom,Domain,2,176,353,95.5,3.3e-27,1,No_clan
Pbia000173.1,358,555,350,556,PF01937.22,ARMT1-like_dom,Domain,183,352,353,188.5,1.8e-55,1,No_clan
Pbia000174.1,304,359,304,360,PF05741.16,zf-nanos,Family,1,53,54,59.0,4.2e-16,1,No_clan
Pbia000175.1,52,104,52,104,PF00379.26,Chitin_bind_4,Family,1,53,53,40.8,2.5e-10,1,No_clan
Pbia000176.1,394,416,394,416,PF00096.29,zf-C2H2,Domain,1,23,23,16.1,0.012,1,CL0361
Pbia000176.1,422,444,422,444,PF00096.29,zf-C2H2,Domain,1,23,23,23.1,7.7e-05,1,CL0361
Pbia000176.1,451,474,451,476,PF13912.9,zf-C2H2_6,Domain,2,25,27,22.2,0.00011,1,CL0361
Pbia000176.1,577,598,576,598,PF00096.29,zf-C2H2,Domain,2,23,23,20.3,0.00058,1,CL0361
Pbia000176.1,604,628,604,629,PF13912.9,zf-C2H2_6,Domain,2,26,27,21.0,0.00026,1,CL0361
Pbia000177.1,299,403,281,404,PF13893.9,RRM_5,Domain,20,124,125,137.4,2.2e-40,1,CL0221
Pbia000178.1,80,317,80,317,PF13561.9,adh_short_C2,Domain,1,234,234,129.4,1.6e-37,1,CL0063
Pbia000179.1,14,249,14,251,PF13561.9,adh_short_C2,Domain,1,231,234,152.9,1.1e-44,1,CL0063
Pbia000180.1,8,200,8,202,PF00106.28,adh_short,Domain,1,193,195,156.6,5.5e-46,1,CL0063
Pbia000181.1,28,109,27,110,PF00111.30,Fer2,Domain,2,77,78,38.7,7.7e-10,1,CL0486
Pbia000182.1,173,196,173,196,PF00096.29,zf-C2H2,Domain,1,23,23,19.5,0.0011,1,CL0361
Pbia000182.1,240,263,240,263,PF00096.29,zf-C2H2,Domain,1,23,23,16.3,0.011,1,CL0361
Pbia000182.1,277,346,276,354,PF12756.10,zf-C2H2_2,Family,2,75,101,21.6,0.00022,1,CL0361
Pbia000182.1,383,401,382,405,PF12874.10,zf-met,Domain,2,20,25,13.7,0.07,1,CL0361
Pbia000182.1,466,485,466,489,PF00096.29,zf-C2H2,Domain,1,20,23,17.8,0.0036,1,CL0361
Pbia000183.1,394,522,394,522,PF14845.9,Glycohydro_20b2,Domain,1,135,135,56.9,3.6e-15,1,CL0546
Pbia000183.1,546,699,546,712,PF00728.25,Glyco_hydro_20,Domain,1,169,352,112.3,3.3e-32,1,CL0058
Pbia000183.1,796,855,752,856,PF00728.25,Glyco_hydro_20,Domain,284,351,352,31.3,1.4e-07,1,CL0058
Pbia000185.1,116,292,115,293,PF01227.25,GTP_cyclohydroI,Domain,2,178,179,247.9,4.5e-74,1,CL0334
Pbia000193.1,634,685,634,685,PF00379.26,Chitin_bind_4,Family,1,53,53,32.3,1.1e-07,1,No_clan
Pbia000194.1,17,140,17,141,PF14845.9,Glycohydro_20b2,Domain,1,134,135,65.6,7.3e-18,1,CL0546
Pbia000194.1,164,477,164,478,PF00728.25,Glyco_hydro_20,Domain,1,351,352,298.0,1.1e-88,1,CL0058
Pbia000196.1,38,235,28,236,PF01490.21,Aa_trans,Family,66,268,409,109.9,1.3e-31,1,CL0062
Pbia000197.1,40,126,34,127,PF13927.9,Ig_3,Domain,3,77,79,41.7,1.4e-10,1,CL0011
Pbia000197.1,143,221,143,221,PF13927.9,Ig_3,Domain,1,79,79,59.1,5.1e-16,1,CL0011
Pbia000197.1,237,315,237,315,PF13927.9,Ig_3,Domain,1,79,79,44.8,1.5e-11,1,CL0011
Pbia000198.1,7,177,2,178,PF00378.23,ECH_1,Domain,81,249,251,98.1,5.2e-28,1,CL0127
Pbia000199.1,81,148,53,150,PF00568.26,WH1,Domain,42,109,111,41.1,1.5e-10,1,CL0266
Pbia000200.1,52,112,41,112,PF13927.9,Ig_3,Domain,12,79,79,31.6,2e-07,1,CL0011
Pbia000200.1,142,219,130,219,PF07679.19,I-set,Domain,13,89,90,36.7,3.5e-09,1,CL0011
Pbia000201.1,36,135,34,135,PF05652.15,DcpS,Family,3,104,104,72.0,6.5e-20,1,No_clan
Pbia000201.1,163,280,163,284,PF11969.11,DcpS_C,Family,1,110,114,105.4,2.6e-30,1,CL0265
Pbia000201.1,406,680,338,681,PF09814.12,HECT_2,Domain,100,370,371,92.9,2e-26,1,CL0552
Pbia000202.1,1420,1512,1418,1514,PF00169.32,PH,Domain,3,98,105,38.9,1.1e-09,1,CL0266
Pbia000204.1,354,405,354,405,PF00379.26,Chitin_bind_4,Family,1,53,53,37.0,4e-09,1,No_clan
Pbia000205.1,337,388,337,388,PF00379.26,Chitin_bind_4,Family,1,53,53,35.8,9e-09,1,No_clan
Pbia000207.1,22,154,19,154,PF02221.18,E1_DerP2_DerF2,Domain,4,134,134,55.9,6.1e-15,1,CL0532
Pbia000209.1,20,72,20,72,PF19028.3,TSP1_spondin,Domain,1,53,53,59.1,4.4e-16,1,CL0692
Pbia000210.1,4,86,1,86,PF02221.18,E1_DerP2_DerF2,Domain,51,134,134,42.9,6.4e-11,1,CL0532
Pbia000212.1,8,109,3,113,PF04825.16,Rad21_Rec8_N,Family,13,107,111,25.1,1.7e-05,1,No_clan
Pbia000214.1,50,77,35,79,PF01033.20,Somatomedin_B,Family,12,38,40,33.2,5.4e-08,1,No_clan
Pbia000214.1,81,133,81,133,PF19028.3,TSP1_spondin,Domain,1,53,53,59.4,3.4e-16,1,CL0692
Pbia000215.1,18,148,17,148,PF02221.18,E1_DerP2_DerF2,Domain,2,134,134,69.8,3e-19,1,CL0532
Pbia000217.1,25,260,23,261,PF00109.29,ketoacyl-synt,Domain,3,252,253,225.7,7.1e-67,1,CL0046
Pbia000217.1,265,381,265,382,PF02801.25,Ketoacyl-synt_C,Domain,1,118,119,111.4,2.7e-32,1,CL0046
Pbia000217.1,384,495,384,495,PF16197.8,KAsynt_C_assoc,Family,1,112,112,112.4,1.6e-32,1,CL0046
Pbia000217.1,521,567,521,569,PF00698.24,Acyl_transf_1,Domain,1,49,319,42.7,5.4e-11,1,CL0323
Pbia000217.1,723,970,716,975,PF14765.9,PS-DH,Domain,13,291,297,50.4,2e-13,1,CL0050
Pbia000217.1,1411,1530,1411,1546,PF00107.29,ADH_zinc_N,Domain,1,116,130,62.9,3.1e-17,1,CL0063
Pbia000217.1,1618,1796,1618,1797,PF08659.13,KR,Family,2,179,180,140.2,7.2e-41,1,CL0063
Pbia000217.1,1857,1917,1856,1922,PF00550.28,PP-binding,Domain,3,63,67,31.2,2.1e-07,1,CL0314
Pbia000217.1,1985,2232,1983,2235,PF00975.23,Thioesterase,Domain,3,225,230,39.0,1.1e-09,1,CL0028
Pbia000218.1,32,144,32,147,PF16030.8,GD_N,Family,1,105,108,93.8,7.9e-27,1,No_clan
Pbia000218.1,326,571,326,571,PF00089.29,Trypsin,Domain,1,221,221,164.6,3.1e-48,1,CL0124
Pbia000220.1,67,137,67,137,PF00076.25,RRM_1,Domain,1,70,70,75.9,1.8e-21,1,CL0221
Pbia000220.1,153,215,153,222,PF00076.25,RRM_1,Domain,1,62,70,69.9,1.3e-19,1,CL0221
